Date,leaf_mar,leaf_apr,leaf_may,mwc30av,mwc60av,Station,Precip(totalmm),Airtemp(meanc),SolarRadiationMJm-2,RelativeHumidity(%),VaporPressureDeficit(Pa)
2003-04-14,1.0,0.965517241,0.0,0.20991666666666667,0.2636875,CS01,0.0,14.5,24.76336,60.583333,546.465736527551
2003-04-15,1.0,1.0,0.0,0.20070833333333332,0.25558333333333333,CS01,0.0,16.7,21.3333,63.916667,562.5142266939719
2003-04-16,1.0,1.0,0.0,0.1935208333333333,0.248625,CS01,0.0,15.9,22.33722,64.458333,561.291818056885
2003-04-17,1.0,1.0,0.0,0.21077083333333332,0.25877083333333334,CS01,28.45,16.1,8.65881,80.208333,304.89448692163955
2003-04-18,1.0,1.0,0.034482759,0.2572916666666667,0.3014375,CS01,14.99,15.3,10.79214,90.666667,142.92952525225058
2003-04-19,1.0,1.0,0.068965517,0.23497916666666668,0.28775,CS01,0.0,15.6,22.42088,80.041667,326.06576586680904
2003-04-20,1.0,1.0,0.103448276,0.223375,0.2753541666666667,CS01,0.0,15.9,11.2941,85.333333,245.33725184669512
2003-04-21,1.0,1.0,0.137931034,0.2290625,0.27858333333333335,CS01,11.94,16.7,8.28234,88.916667,186.3859319337294
2003-04-22,1.0,1.0,0.172413793,0.2292708333333333,0.27760416666666665,CS01,0.0,12.5,25.22349,65.666667,440.2988513582544
2003-04-23,1.0,1.0,0.206896552,0.218,0.2671041666666667,CS01,0.0,12.0,27.6078,55.333333,494.6295247432501
2003-04-24,1.0,1.0,0.24137931,0.21008333333333334,0.25845833333333335,CS01,2.79,10.6,12.25619,74.916667,281.0784154812973
2003-04-25,1.0,1.0,0.275862069,0.20635416666666667,0.25325,CS01,4.57,12.0,6.81829,89.791667,146.81524988142823
2003-04-26,1.0,1.0,0.310344828,0.20825,0.25072916666666667,CS01,3.3,14.5,16.43919,76.125,366.5145730706076
2003-04-27,1.0,1.0,0.344827586,0.20216666666666666,0.24666666666666665,CS01,0.0,15.9,25.13983,70.666667,470.33645658764254
2003-04-28,1.0,1.0,0.379310345,0.1946041666666667,0.24127083333333332,CS01,0.0,18.4,23.80127,70.958333,527.0133320125899
2003-04-29,1.0,1.0,0.413793103,0.21260416666666668,0.26177083333333334,CS01,22.86,18.1,17.23396,84.291667,267.1037851195431
2003-04-30,1.0,1.0,0.448275862,0.24279166666666668,0.29604166666666665,CS01,2.79,18.9,17.48494,84.0,275.1031809523811
2003-05-01,1.0,1.0,0.482758621,0.23010416666666667,0.2811041666666667,CS01,1.78,18.6,19.6601,82.0,337.6737878048781
2003-05-02,1.0,1.0,0.517241379,0.23320833333333335,0.27470833333333333,CS01,9.65,18.1,17.48494,86.75,229.5202878962536
2003-05-03,1.0,1.0,0.551724138,0.2316666666666667,0.273875,CS01,0.0,16.2,15.93723,84.291667,257.7160567350161
2003-05-04,1.0,1.0,0.586206897,0.21891666666666665,0.26487499999999997,CS01,0.0,16.4,24.63787,73.375,443.2057190800681
2003-05-05,1.0,1.0,0.620689655,0.2461875,0.28422916666666664,CS01,67.82,16.2,2.25882,92.625,127.61105222672064
2003-05-06,1.0,1.0,0.655172414,0.2779375,0.338375,CS01,36.58,17.8,6.14901,95.875,72.36946036505891
2003-05-07,1.0,1.0,0.689655172,0.2690208333333334,0.3292083333333333,CS01,50.55,19.2,10.95946,89.0,216.54962134831447
2003-05-08,1.0,1.0,0.724137931,0.23912499999999998,0.2982916666666666,CS01,0.0,21.1,25.30715,80.125,445.931747269891
2003-05-09,1.0,1.0,0.75862069,0.22233333333333333,0.27749999999999997,CS01,0.0,22.8,20.78951,79.208333,484.1253736600052
2003-05-10,1.0,1.0,0.793103448,0.21020833333333333,0.26306250000000003,CS01,0.0,22.5,24.55421,75.5,582.5781013245035
2003-05-11,1.0,1.0,0.827586207,0.20695833333333333,0.25322916666666667,CS01,7.62,21.2,12.59083,77.833333,499.2009280601039
2003-05-12,1.0,1.0,0.862068966,0.2049166666666667,0.246375,CS01,0.0,15.0,28.65355,50.083333,838.3674576508093
2003-05-13,1.0,1.0,0.896551724,0.19554166666666667,0.23866666666666664,CS01,0.0,17.0,28.82087,47.083333,903.5169774862558
2003-05-14,1.0,1.0,0.931034483,0.1874791666666667,0.23229166666666667,CS01,0.0,15.6,12.75815,73.25,428.8520924914675
2003-05-15,1.0,1.0,0.965517241,0.18345833333333333,0.22872916666666665,CS01,5.84,17.8,14.09671,88.5,210.0915768361581
2003-05-16,1.0,1.0,1.0,0.17908333333333334,0.22533333333333333,CS01,0.0,20.0,19.70193,84.0,331.65080000000023
2003-05-17,1.0,1.0,1.0,0.18091666666666667,0.22412500000000002,CS01,10.67,18.1,4.6013,92.541667,153.81762620491912
2003-05-18,1.0,1.0,1.0,0.19197916666666665,0.22658333333333336,CS01,5.84,17.6,6.31633,89.208333,205.53060029717187
2003-05-19,1.0,1.0,1.0,0.194125,0.22641666666666665,CS01,0.0,17.8,9.41175,84.666667,288.02821386439007
2003-05-20,1.0,1.0,1.0,0.19004166666666666,0.22383333333333333,CS01,0.0,18.1,14.47318,78.041667,403.96062967573346
2003-05-21,1.0,1.0,1.0,0.20916666666666667,0.23710416666666664,CS01,24.13,16.4,3.05359,94.208333,101.27348194995776
2003-05-22,1.0,1.0,1.0,0.26235416666666667,0.3072083333333333,CS01,40.64,18.1,13.46926,88.708333,203.9394974865427
2003-05-23,1.0,1.0,1.0,0.23797916666666669,0.29162499999999997,CS01,9.65,18.6,20.45487,86.25,261.66847826086934
2003-05-24,1.0,1.0,1.0,0.23141666666666666,0.2791458333333333,CS01,0.0,18.9,20.62219,81.625,336.51856814701375
2003-05-25,1.0,1.0,1.0,0.22022916666666664,0.26689583333333333,CS01,1.78,16.2,15.76991,85.75,245.7051804664721
2003-05-26,1.0,1.0,1.0,0.21064583333333337,0.25664583333333335,CS01,0.0,19.5,26.26924,76.916667,438.42076641691966
2003-05-27,1.0,1.0,1.0,0.20166666666666666,0.24597916666666664,CS01,0.0,17.0,24.47055,73.541667,426.91606917375145
2003-05-28,1.0,1.0,1.0,0.19247916666666665,0.237,CS01,0.0,15.6,27.81695,70.25,470.49466192170826
2003-05-29,1.0,1.0,1.0,0.183875,0.22954166666666667,CS01,0.76,16.7,21.50062,68.458333,553.7741667349525
2003-05-30,1.0,1.0,1.0,0.1769791666666667,0.22397916666666667,CS01,0.0,16.1,23.92676,71.541667,473.7807034254052
2003-05-31,1.0,1.0,1.0,0.16847916666666668,0.21785416666666668,CS01,0.0,19.2,21.91892,67.083333,713.3716300233788
2003-06-01,1.0,1.0,1.0,0.162375,0.2121875,CS01,0.0,18.4,28.69538,54.458333,797.3450410837235
2003-06-02,1.0,1.0,1.0,0.1565,0.20735416666666664,CS01,0.76,14.5,26.89669,70.666667,473.5534376679871
2003-06-03,1.0,1.0,1.0,0.17445833333333333,0.21581250000000002,CS01,21.08,19.2,10.16469,91.125,178.29132373113836
2003-06-04,1.0,1.0,1.0,0.1879791666666667,0.22872916666666665,CS01,6.35,20.9,26.01826,76.375,484.3189340425532
2003-06-05,1.0,1.0,1.0,0.17997916666666666,0.22152083333333333,CS01,0.0,17.0,28.31891,71.083333,486.5152835051515
2003-06-06,1.0,1.0,1.0,0.17456249999999998,0.22033333333333333,CS01,28.19,17.8,16.89932,83.958333,311.9168811689008
2003-06-07,1.0,1.0,1.0,0.2542291666666667,0.32585416666666667,CS01,62.23,19.5,9.28626,94.125,135.0235723771579
2003-06-08,1.0,1.0,1.0,0.230375,0.29472916666666665,CS01,0.51,23.4,20.45487,84.0,383.9285714285715
2003-06-09,1.0,1.0,1.0,0.21535416666666668,0.271875,CS01,0.0,19.5,28.19342,72.666667,528.2511379237335
2003-06-10,1.0,1.0,1.0,0.20254166666666668,0.2548541666666667,CS01,0.0,18.9,28.56989,73.5,516.554693197279
2003-06-11,1.0,1.0,1.0,0.19039583333333335,0.24241666666666667,CS01,2.54,22.0,21.54245,79.25,491.8579214511041
2003-06-12,1.0,1.0,1.0,0.1821875,0.23345833333333332,CS01,3.81,21.7,15.39344,86.25,330.1594202898549
2003-06-13,1.0,1.0,1.0,0.17860416666666667,0.2286875,CS01,0.0,21.4,11.33593,90.375,222.88376334716492
2003-06-14,1.0,1.0,1.0,0.17581249999999998,0.22558333333333333,CS01,8.64,20.6,14.18037,88.583333,267.3250672306057
2003-06-15,1.0,1.0,1.0,0.17141666666666666,0.22012500000000002,CS01,0.0,23.9,22.5882,81.125,469.20904730354385
2003-06-16,1.0,1.0,1.0,0.16672916666666665,0.21489583333333334,CS01,5.59,21.5,16.732,87.875,281.1746726884781
2003-06-17,1.0,1.0,1.0,0.16689583333333335,0.21325,CS01,1.52,21.7,17.10847,88.333333,276.42846365806366
2003-06-18,1.0,1.0,1.0,0.18658333333333332,0.2532916666666667,CS01,25.91,20.0,4.35032,95.916667,89.79784787443563
2003-06-19,1.0,1.0,1.0,0.20747916666666666,0.2618333333333333,CS01,2.29,22.5,15.85357,89.166667,256.96767431024557
2003-06-20,1.0,1.0,1.0,0.20195833333333335,0.24995833333333334,CS01,0.0,20.9,27.39865,74.875,531.9593183639399
2003-06-21,1.0,1.0,1.0,0.1925,0.23654166666666665,CS01,0.0,16.4,30.36858,66.875,527.2963560747664
2003-06-22,1.0,1.0,1.0,0.18212499999999998,0.22572916666666668,CS01,0.0,17.5,28.56989,74.166667,468.4831379169296
2003-06-23,1.0,1.0,1.0,0.17247916666666666,0.2170625,CS01,0.0,20.3,29.15551,77.0,479.37824675324663
2003-06-24,1.0,1.0,1.0,0.1638541666666667,0.2096458333333333,CS01,0.0,22.0,27.98427,76.5,544.6086601307189
2003-06-25,1.0,1.0,1.0,0.15641666666666665,0.2034375,CS01,0.0,22.8,25.22349,79.208333,502.6530524148121
2003-06-26,1.0,1.0,1.0,0.15016666666666667,0.19825000000000004,CS01,0.0,22.6,23.09016,80.125,478.9637368174727
2003-06-27,1.0,1.0,1.0,0.14695833333333336,0.19589583333333332,CS01,7.37,20.3,11.21044,90.291667,215.5187232766575
2003-06-28,1.0,1.0,1.0,0.14652083333333335,0.195875,CS01,1.02,20.1,10.83397,90.958333,192.50508159995724
2003-06-29,1.0,1.0,1.0,0.14108333333333334,0.19387500000000002,CS01,1.02,21.5,19.19997,86.5,322.192201734104
2003-06-30,1.0,1.0,1.0,0.15345833333333334,0.22470833333333334,CS01,8.13,18.9,8.07319,94.083333,128.51325897982306
2003-07-01,1.0,1.0,1.0,0.206625,0.2815833333333333,CS01,113.54,18.1,2.67712,96.958333,59.939271536247674
2003-07-02,1.0,1.0,1.0,0.23664583333333333,0.31929166666666664,CS01,12.19,20.6,12.17253,89.583333,223.7451591551757
2003-07-03,1.0,1.0,1.0,0.21397916666666666,0.2834375,CS01,0.0,21.4,23.09016,83.375,373.40198650674665
2003-07-04,1.0,1.0,1.0,0.2013125,0.264375,CS01,0.0,22.6,21.3333,85.916667,340.26070575731353
2003-07-05,1.0,1.0,1.0,0.19289583333333332,0.2518958333333333,CS01,6.1,21.7,16.89932,90.125,240.71625423023556
2003-07-06,1.0,1.0,1.0,0.222625,0.2811458333333333,CS01,40.89,22.5,10.54116,92.708333,178.3656481210155
2003-07-07,1.0,1.0,1.0,0.23410416666666667,0.2986875,CS01,1.52,22.8,10.4575,93.041667,173.33198341782818
2003-07-08,1.0,1.0,1.0,0.21760416666666665,0.2771458333333333,CS01,2.79,23.6,21.20781,88.416667,294.4415549785425
2003-07-09,1.0,1.0,1.0,0.20879166666666665,0.2631041666666667,CS01,1.52,23.9,19.86925,86.791667,348.25485065144545
2003-07-10,1.0,1.0,1.0,0.20697916666666666,0.25487499999999996,CS01,8.38,22.0,9.83005,92.166667,189.7848013642502
2003-07-11,1.0,1.0,1.0,0.2043125,0.2489375,CS01,1.02,22.6,22.63003,84.791667,361.9134896620924
2003-07-12,1.0,1.0,1.0,0.19341666666666668,0.23939583333333334,CS01,0.0,20.9,25.76728,81.041667,422.78545278117366
2003-07-13,1.0,1.0,1.0,0.1876875,0.232875,CS01,12.95,20.3,13.8039,91.25,189.1358479452055
2003-07-14,1.0,1.0,1.0,0.19656250000000003,0.23833333333333334,CS01,12.19,20.9,14.26403,91.25,199.9474917808218
2003-07-15,1.0,1.0,1.0,0.19939583333333333,0.24229166666666666,CS01,0.0,22.6,21.87709,86.0,348.61627906976764
2003-07-16,1.0,1.0,1.0,0.19002083333333336,0.23493750000000002,CS01,0.0,23.1,14.38952,88.625,288.70145317348346
2003-07-17,1.0,1.0,1.0,0.1823125,0.22816666666666668,CS01,0.0,23.1,18.27971,84.916667,395.2750901055609
2003-07-18,1.0,1.0,1.0,0.1748125,0.22070833333333334,CS01,0.0,22.6,19.53461,84.75,386.02594011799385
2003-07-19,1.0,1.0,1.0,0.16754166666666667,0.2139375,CS01,0.0,22.8,19.91108,84.0,411.9761904761905
2003-07-20,1.0,1.0,1.0,0.16139583333333335,0.208375,CS01,0.0,22.5,20.83134,84.666667,384.5557704410531
2003-07-21,1.0,1.0,1.0,0.15554166666666666,0.20318750000000002,CS01,0.0,23.4,18.99082,82.208333,451.3294228048504
2003-07-22,1.0,1.0,1.0,0.16658333333333336,0.22179166666666666,CS01,19.81,21.4,8.82613,93.708333,137.2668833943095
2003-07-23,1.0,1.0,1.0,0.18225,0.2266875,CS01,2.03,21.7,16.94115,87.458333,274.10025925875914
2003-07-24,1.0,1.0,1.0,0.17375000000000002,0.21539583333333334,CS01,0.0,18.1,23.8431,84.208333,306.73027735717113
2003-07-25,1.0,1.0,1.0,0.16437500000000002,0.20652083333333332,CS01,0.0,20.1,26.06009,80.125,416.33113151326063
2003-07-26,1.0,1.0,1.0,0.1560416666666667,0.19879166666666664,CS01,0.0,22.8,24.55421,78.583333,533.4407932800602
2003-07-27,1.0,1.0,1.0,0.14991666666666664,0.1936875,CS01,0.0,23.4,20.4967,84.791667,385.86566791273106
2003-07-28,1.0,1.0,1.0,0.14497916666666666,0.18997916666666664,CS01,0.0,22.8,21.08232,84.041667,393.7522832230947
2003-07-29,1.0,1.0,1.0,0.14075,0.18675,CS01,0.0,22.5,17.90324,85.0,381.3308823529411
2003-07-30,1.0,1.0,1.0,0.1401875,0.1889791666666667,CS01,8.38,22.8,13.59475,91.5,206.37272622950815
2003-07-31,1.0,1.0,1.0,0.14735416666666667,0.21652083333333333,CS01,10.67,22.0,11.08495,92.041667,193.78486456317532
2003-08-01,1.0,1.0,1.0,0.15002083333333333,0.20316666666666666,CS01,0.0,23.9,14.80782,88.291667,303.913849426312
2003-08-02,1.0,1.0,1.0,0.14725,0.19395833333333334,CS01,0.0,24.2,19.6601,84.833333,380.0307951107961
2003-08-03,1.0,1.0,1.0,0.15918749999999998,0.20575000000000002,CS01,11.94,22.5,15.18429,90.291667,235.54915297182328
2003-08-04,1.0,1.0,1.0,0.15995833333333334,0.19918750000000002,CS01,1.27,22.6,22.42088,83.333333,404.0583496974005
2003-08-05,1.0,1.0,1.0,0.163,0.20066666666666666,CS01,6.1,23.1,20.0784,86.375,323.0301442836471
2003-08-06,1.0,1.0,1.0,0.1593125,0.19504166666666667,CS01,3.3,21.1,13.84573,90.583333,211.42020145416825
2003-08-07,1.0,1.0,1.0,0.17552083333333335,0.22522916666666665,CS01,31.75,20.9,17.69409,90.541667,212.20093932431004
2003-08-08,1.0,1.0,1.0,0.20520833333333333,0.23929166666666668,CS01,2.03,20.6,16.14638,90.958333,198.11730024245156
2003-08-09,1.0,1.0,1.0,0.20158333333333334,0.2235625,CS01,3.81,21.2,15.81174,91.791667,179.20471290710935
2003-08-10,1.0,1.0,1.0,0.2004375,0.2175416666666667,CS01,0.0,20.6,13.46926,90.0,219.26852222222237
2003-08-11,1.0,1.0,1.0,0.18779166666666666,0.21281250000000002,CS01,0.0,20.3,12.84181,89.708333,216.5839023853561
2003-08-12,1.0,1.0,1.0,0.1780625,0.20791666666666667,CS01,4.57,20.6,17.35945,87.125,287.6340317073172
2003-08-13,1.0,1.0,1.0,0.18243749999999997,0.20389583333333333,CS01,4.57,23.7,12.88364,90.291667,239.8365893570098
2003-08-14,1.0,1.0,1.0,0.1801875,0.20139583333333333,CS01,0.51,23.4,15.64442,90.708333,233.81965784637444
2003-08-15,1.0,1.0,1.0,0.17060416666666667,0.1975625,CS01,3.56,25.0,18.19605,88.416667,311.2270162606897
2003-08-16,1.0,1.0,1.0,0.1665,0.19564583333333335,CS01,9.4,24.8,15.22612,90.75,239.7949920110193
2003-08-17,1.0,1.0,1.0,0.16810416666666667,0.194625,CS01,1.27,23.1,21.24964,87.875,298.9281011379802
2003-08-18,1.0,1.0,1.0,0.16591666666666666,0.19154166666666667,CS01,0.0,23.1,18.15422,88.708333,278.04337435369354
2003-08-19,1.0,1.0,1.0,0.16152083333333334,0.18897916666666667,CS01,0.0,22.3,20.12023,85.291667,364.9635345135767
2003-08-20,1.0,1.0,1.0,0.15520833333333334,0.18560416666666665,CS01,0.0,23.4,21.04049,85.0,393.05147647058794
2003-08-21,1.0,1.0,1.0,0.15127083333333335,0.18377083333333333,CS01,2.29,23.1,13.34377,90.666667,238.07719650431167
2003-08-22,1.0,1.0,1.0,0.14910416666666668,0.18285416666666668,CS01,2.54,23.6,14.80782,89.708333,246.32600750005017
2003-08-23,1.0,1.0,1.0,0.14583333333333331,0.18079166666666668,CS01,0.0,23.6,21.50062,87.041667,333.4801241800665
2003-08-24,1.0,1.0,1.0,0.14137500000000003,0.17764583333333334,CS01,0.0,22.0,19.74376,85.458333,365.55525276000793
2003-08-25,1.0,1.0,1.0,0.13624999999999998,0.1743541666666667,CS01,0.0,24.7,22.42088,82.166667,486.1934473577342
2003-08-26,1.0,1.0,1.0,0.1316875,0.170875,CS01,0.0,24.5,20.32938,85.375,394.8892695461197
2003-08-27,1.0,1.0,1.0,0.12802083333333333,0.16816666666666666,CS01,0.0,24.8,19.03265,86.041667,377.9632609383182
2003-08-28,1.0,1.0,1.0,0.12579166666666666,0.16677083333333334,CS01,0.0,23.1,11.21044,89.958333,253.0509358314376
2003-08-29,1.0,1.0,1.0,0.1396875,0.19320833333333334,CS01,51.56,23.6,18.11239,87.291667,328.5604466906204
2003-08-30,1.0,1.0,1.0,0.2070833333333333,0.2754375,CS01,14.73,23.4,13.67841,90.583333,243.61186517765816
2003-08-31,1.0,1.0,1.0,0.20272916666666668,0.25295833333333334,CS01,3.81,23.4,14.2222,90.5,240.27739060773465
2003-09-01,1.0,1.0,1.0,0.22212500000000002,0.2729166666666667,CS01,18.29,23.7,18.78167,87.0,322.80842413793107
2003-09-02,1.0,1.0,1.0,0.20350000000000001,0.25383333333333336,CS01,0.0,22.8,18.02873,86.958333,321.97982498842316
2003-09-03,1.0,1.0,1.0,0.19089583333333332,0.23993750000000003,CS01,1.02,22.8,15.60259,86.833333,331.3716507360717
2003-09-04,1.0,1.0,1.0,0.19260416666666666,0.23160416666666667,CS01,8.13,23.9,13.84573,89.625,249.5546877266385
2003-09-05,1.0,1.0,1.0,0.18879166666666666,0.2262708333333333,CS01,0.0,20.0,17.31762,88.541667,239.7945956508124
2003-09-06,1.0,1.0,1.0,0.17808333333333332,0.2189375,CS01,0.0,21.4,16.77383,84.083333,347.027511121021
2003-09-07,1.0,1.0,1.0,0.171375,0.213625,CS01,1.02,20.3,11.79606,86.75,282.5775645533142
2003-09-08,1.0,1.0,1.0,0.16783333333333333,0.2104375,CS01,0.0,17.3,10.8758,89.916667,188.58822689417389
2003-09-09,1.0,1.0,1.0,0.16339583333333335,0.20804166666666668,CS01,2.54,20.9,17.10847,85.583333,298.9808990218339
2003-09-10,1.0,1.0,1.0,0.15841666666666665,0.20302083333333332,CS01,0.0,21.1,18.78167,84.583333,315.25185534926834
2003-09-11,1.0,1.0,1.0,0.15364583333333331,0.1984375,CS01,0.0,18.7,18.02873,86.0,270.4767441860465
2003-09-12,1.0,1.0,1.0,0.14837499999999998,0.19347916666666667,CS01,0.0,18.6,21.62611,81.791667,347.74854142707363
2003-09-13,1.0,1.0,1.0,0.14291666666666666,0.18858333333333333,CS01,0.0,19.8,21.50062,83.625,320.466984005979
2003-09-14,1.0,1.0,1.0,0.1396875,0.18597916666666664,CS01,2.03,17.6,8.19868,92.708333,140.9831530192651
2003-09-15,1.0,1.0,1.0,0.15483333333333332,0.21454166666666666,CS01,5.08,20.9,13.76207,89.708333,214.30376992960095
2003-09-16,1.0,1.0,1.0,0.14910416666666668,0.19493749999999999,CS01,0.0,18.9,21.62611,83.625,313.39317982062767
2003-09-17,1.0,1.0,1.0,0.14295833333333335,0.18591666666666667,CS01,0.0,17.8,21.29147,83.958333,277.3417212561128
2003-09-18,1.0,1.0,1.0,0.13816666666666666,0.18025000000000002,CS01,0.0,17.5,21.24964,78.333333,372.2748392263469
2003-09-19,1.0,1.0,1.0,0.13233333333333333,0.17541666666666667,CS01,0.0,18.1,21.79343,80.333333,363.1193022670928
2003-09-20,1.0,1.0,1.0,0.12797916666666667,0.17177083333333332,CS01,0.0,19.5,19.78559,82.875,317.49698340874824
2003-09-21,1.0,1.0,1.0,0.12497916666666667,0.16879166666666667,CS01,4.06,17.5,13.88756,84.291667,292.44055121427357
2003-09-22,1.0,1.0,1.0,0.2164375,0.29866666666666664,CS01,112.52,18.4,1.12941,94.375,114.32533112582776
2003-09-23,0.83,0.83,0.83,0.21810416666666665,0.28537500000000005,CS01,0.0,17.0,21.50062,81.875,296.6688931297712
2003-09-24,0.83,0.83,0.83,0.20202083333333334,0.2614791666666667,CS01,0.0,16.1,18.86533,86.666667,204.8974248587278
2003-09-25,0.83,0.83,0.83,0.19166666666666665,0.24804166666666666,CS01,0.0,17.5,17.27579,89.458333,180.4701973431589
2003-09-26,0.83,0.83,0.83,0.18425000000000002,0.23883333333333334,CS01,0.0,17.6,15.01697,88.541667,204.13087564609532
2003-09-27,0.83,0.83,0.83,0.17885416666666665,0.23120833333333335,CS01,5.33,18.7,12.1307,89.708333,193.87340453800303
2003-09-28,0.83,0.83,0.83,0.1763125,0.2251875,CS01,0.0,14.5,18.44703,77.125,321.80713128038894
2003-09-29,0.83,0.83,0.83,0.16983333333333334,0.21881250000000002,CS01,0.0,10.0,21.41696,73.916667,269.3023264713913
2003-09-30,0.83,0.83,0.83,0.16352083333333334,0.21370833333333333,CS01,0.0,10.6,19.70193,84.125,176.06389301634468
2003-10-01,0.83,0.83,0.83,0.1585,0.20983333333333332,CS01,0.0,12.6,13.3856,85.041667,187.48852781614804
2003-10-02,0.83,0.83,0.83,0.1555625,0.2063333333333333,CS01,0.0,10.8,20.62219,75.666667,251.09158977143923
2003-10-03,0.67,0.67,0.67,0.15147916666666666,0.20258333333333334,CS01,0.0,7.5,17.1503,76.583333,227.19772921758172
2003-10-04,0.67,0.67,0.67,0.14622916666666666,0.19908333333333333,CS01,0.0,12.3,18.19605,82.958333,210.671303460424
2003-10-05,0.67,0.67,0.67,0.142625,0.1960208333333333,CS01,0.0,12.5,9.78822,88.041667,167.7731996574291
2003-10-06,0.67,0.67,0.67,0.14108333333333334,0.195,CS01,0.0,14.2,4.72679,93.041667,106.53759590298506
2003-10-07,0.67,0.67,0.67,0.13997916666666665,0.19375,CS01,0.0,17.0,13.21828,88.083333,196.2078710368953
2003-10-08,0.67,0.67,0.67,0.14141666666666666,0.19254166666666667,CS01,6.1,14.5,3.43006,96.458333,56.67432280852207
2003-10-09,0.67,0.67,0.67,0.14402083333333332,0.1926875,CS01,0.0,15.6,5.10326,93.875,103.83139147802927
2003-10-10,0.67,0.67,0.67,0.1423125,0.19191666666666668,CS01,0.51,18.4,8.11502,89.791667,175.22805232846505
2003-10-11,0.5,0.5,0.5,0.14625,0.19122916666666667,CS01,2.79,15.6,4.22483,94.791667,83.28982954139832
2003-10-12,0.5,0.5,0.5,0.14460416666666667,0.19037500000000002,CS01,0.0,16.7,13.63658,90.125,155.21053300970885
2003-10-13,0.5,0.5,0.5,0.14058333333333334,0.18841666666666668,CS01,0.0,17.3,13.3856,87.25,220.3241355300859
2003-10-14,0.5,0.5,0.5,0.13885416666666667,0.1867083333333333,CS01,4.83,18.4,6.81829,78.333333,402.7349462075604
2003-10-15,0.5,0.5,0.5,0.139125,0.18552083333333336,CS01,0.0,13.9,18.48886,58.041667,510.39766831190633
2003-10-16,0.5,0.5,0.5,0.13502083333333334,0.18339583333333334,CS01,0.0,10.6,18.36337,76.625,236.94038778140288
2003-10-17,0.5,0.5,0.5,0.1325625,0.18185416666666665,CS01,0.0,9.5,8.90979,82.916667,184.8605484136259
2003-10-18,0.33,0.33,0.33,0.13033333333333333,0.18072916666666666,CS01,0.0,11.7,16.48102,79.833333,219.23356403803177
2003-10-19,0.33,0.33,0.33,0.12756250000000002,0.17875,CS01,0.0,13.6,16.85749,77.541667,271.16536289128277
2003-10-20,0.33,0.33,0.33,0.12483333333333334,0.17681249999999998,CS01,0.0,14.5,16.89932,79.333333,272.93241983462497
2003-10-21,0.33,0.33,0.33,0.12266666666666666,0.17491666666666666,CS01,0.0,15.9,12.1307,65.833333,533.3027332196762
2003-10-22,0.33,0.33,0.33,0.12077083333333333,0.17310416666666667,CS01,0.0,14.5,16.94115,49.125,786.4696811450382
2003-10-23,0.33,0.33,0.33,0.12022916666666668,0.17177083333333332,CS01,0.0,11.4,15.72808,70.25,343.13078291814935
2003-10-24,0.33,0.33,0.33,0.11889583333333333,0.17074999999999999,CS01,0.0,10.9,15.97906,76.708333,265.67176295222197
2003-10-25,0.33,0.33,0.33,0.11752083333333332,0.16945833333333332,CS01,0.0,13.4,13.30194,78.875,282.6040765451664
2003-10-26,0.33,0.33,0.33,0.17114583333333333,0.24497916666666666,CS01,48.77,13.6,1.6732,94.083333,95.5077907501016
2003-10-27,0.17,0.17,0.17,0.21079166666666665,0.2621041666666667,CS01,1.27,15.0,6.39999,91.291667,121.40393589552812
2003-10-28,0.17,0.17,0.17,0.19674999999999998,0.24239583333333334,CS01,0.0,6.4,3.63921,93.625,59.934078544726255
2003-10-29,0.17,0.17,0.17,0.18704166666666666,0.23299999999999998,CS01,0.0,12.5,15.22612,74.416667,280.3136849017303
2003-10-30,0.17,0.17,0.17,0.17758333333333332,0.22510416666666666,CS01,0.0,12.8,15.26795,76.416667,269.7681247812732
2003-10-31,0.17,0.17,0.17,0.16935416666666667,0.21866666666666668,CS01,0.0,14.5,13.84573,76.416667,304.6416246814978
2003-11-01,0.17,0.17,0.17,0.16302083333333334,0.21329166666666668,CS01,0.0,15.0,14.84965,77.166667,290.3605966451305
2003-11-02,0.17,0.17,0.17,0.15712500000000001,0.208625,CS01,0.0,16.1,14.72416,78.125,289.61332400000015
2003-11-03,0.0,0.0,0.0,0.15235416666666665,0.204375,CS01,0.0,16.4,14.34769,77.916667,308.06838921913703
2003-11-04,0.0,0.0,0.0,0.1489375,0.201375,CS01,2.54,16.2,6.2745,87.0,235.59387471264355
2003-11-05,0.0,0.0,0.0,0.2209583333333333,0.27183333333333337,CS01,48.26,20.0,5.4379,94.0,130.4228744680852
2003-11-06,0.0,0.0,0.0,0.2434791666666667,0.28910416666666666,CS01,12.19,21.1,7.98953,90.791667,198.94479046172896
2003-11-07,0.0,0.0,0.0,0.21416666666666667,0.26583333333333337,CS01,0.0,17.8,12.17253,83.333333,297.6166671427999
2003-11-08,0.0,0.0,0.0,0.20274999999999999,0.253375,CS01,0.0,15.6,5.8562,77.416667,364.9675657003549
2003-11-09,0.0,0.0,0.0,0.19689583333333333,0.24570833333333336,CS01,0.0,10.3,13.42743,69.416667,338.362539705342
2003-11-10,0.0,0.0,0.0,0.19122916666666667,0.23995833333333333,CS01,0.0,8.9,12.67449,76.583333,213.10695796546372
2003-11-11,0.0,0.0,0.0,0.18297916666666666,0.23447916666666668,CS01,0.0,13.6,12.59083,78.416667,261.580361479467
