Date,leaf_mar,leaf_apr,leaf_may,mwc30av,mwc60av,Station,Precip(totalmm),Airtemp(meanc),SolarRadiationMJm-2,RelativeHumidity(%),VaporPressureDeficit(Pa)
2001-11-30,0.0,0.0,0.0,0.19866666666666666,0.2760208333333333,CS01,18.03,17.0,12.71632,80.625,293.6188550387598
2001-12-01,0.0,0.0,0.0,0.19141666666666668,0.2545208333333333,CS01,0.0,11.1,11.92155,87.958333,124.94013893913856
2001-12-02,0.0,0.0,0.0,0.183875,0.2435,CS01,0.0,11.4,12.29802,86.625,142.25492974025968
2001-12-03,0.0,0.0,0.0,0.17945833333333333,0.23620833333333335,CS01,0.0,9.5,12.46534,86.5,120.51156121387284
2001-12-04,0.0,0.0,0.0,0.17472916666666666,0.23054166666666664,CS01,0.0,10.6,11.58691,83.25,151.90690690690695
2001-12-05,0.0,0.0,0.0,0.170625,0.2258125,CS01,0.0,9.5,9.03528,86.333333,145.84813744085514
2001-12-06,0.0,0.0,0.0,0.16631250000000003,0.22183333333333333,CS01,0.0,13.3,10.75031,88.25,142.84182747875354
2001-12-07,0.0,0.0,0.0,0.16329166666666667,0.21835416666666668,CS01,0.0,13.9,5.22875,87.25,184.76540114613175
2001-12-08,0.0,0.0,0.0,0.16085416666666666,0.21541666666666665,CS01,0.0,13.9,2.88627,88.0,185.53977272727275
2001-12-09,0.0,0.0,0.0,0.16002083333333333,0.21310416666666668,CS01,0.0,13.4,9.95554,73.041667,354.8411722532442
2001-12-10,0.0,0.0,0.0,0.19610416666666666,0.26837500000000003,CS01,35.05,7.2,0.66928,91.916667,79.35297287693092
2001-12-11,0.0,0.0,0.0,0.21164583333333334,0.27629166666666666,CS01,0.0,9.8,6.56731,94.666667,59.17605243115816
2001-12-12,0.0,0.0,0.0,0.19752083333333334,0.2589166666666667,CS01,0.0,10.6,5.39607,89.0,139.6165730337078
2001-12-13,0.0,0.0,0.0,0.2076041666666667,0.27175,CS01,7.62,13.1,1.88235,97.625,34.07106274007674
2001-12-14,0.0,0.0,0.0,0.22402083333333334,0.2851666666666667,CS01,10.67,15.9,4.97777,87.0,191.5818965517243
2001-12-15,0.0,0.0,0.0,0.21102083333333332,0.2699166666666667,CS01,0.0,8.6,11.04312,90.541667,85.23381356686438
2001-12-16,0.0,0.0,0.0,0.20070833333333332,0.25835416666666666,CS01,0.0,8.9,8.40783,78.791667,222.0538242167651
2001-12-17,0.0,0.0,0.0,0.21235416666666668,0.27208333333333334,CS01,19.05,9.5,1.58954,92.458333,100.4377367977325
2001-12-18,0.0,0.0,0.0,0.2225416666666667,0.28470833333333334,CS01,0.0,12.3,11.96338,66.666667,342.37499486437497
2001-12-19,0.0,0.0,0.0,0.20985416666666667,0.26783333333333337,CS01,0.0,7.0,11.79606,70.333333,239.5302170967072
2001-12-20,0.0,0.0,0.0,0.20316666666666666,0.25864583333333335,CS01,0.0,4.8,12.17253,53.333333,323.45834058203127
2001-12-21,0.0,0.0,0.0,0.19783333333333336,0.25214583333333335,CS01,0.0,4.2,12.00521,64.75,205.3301176447877
2001-12-22,0.0,0.0,0.0,0.19366666666666668,0.246875,CS01,0.0,3.3,11.67057,71.541667,163.65613337764557
2001-12-23,0.0,0.0,0.0,0.21402083333333333,0.2705416666666667,CS01,19.81,4.5,1.79869,88.166667,122.12491778056103
2001-12-24,0.0,0.0,0.0,0.23210416666666667,0.2865833333333333,CS01,0.0,1.4,12.08887,72.0,163.88426055555553
2001-12-25,0.0,0.0,0.0,0.22183333333333333,0.27058333333333334,CS01,0.0,0.0,9.57907,74.5,120.14093959731544
2001-12-26,0.0,0.0,0.0,0.2164583333333333,0.2626875,CS01,0.0,-2.8,12.00521,64.5,146.58656147286817
2001-12-27,0.0,0.0,0.0,0.21133333333333332,0.257125,CS01,0.0,-0.3,12.08887,60.083333,209.7147531643907
2001-12-28,0.0,0.0,0.0,0.20487499999999997,0.25233333333333335,CS01,0.0,3.1,8.24051,57.416667,360.629530642209
2001-12-29,0.0,0.0,0.0,0.20022916666666668,0.2478125,CS01,0.0,4.5,11.37776,63.166667,262.3524608059677
2001-12-30,0.0,0.0,0.0,0.1994375,0.244375,CS01,0.0,-0.3,11.79606,59.333333,203.27621775201993
2001-12-31,0.0,0.0,0.0,0.19704166666666667,0.24172916666666666,CS01,0.0,-0.3,5.52156,58.125,218.14023537634404
2002-01-01,0.0,0.0,0.0,0.19616666666666666,0.23954166666666665,CS01,0.0,-2.5,11.96338,69.041667,124.09489848717
2002-01-02,0.0,0.0,0.0,0.19427083333333334,0.2375,CS01,1.27,-2.5,3.47189,64.958333,168.68999960307036
2002-01-03,0.0,0.0,0.0,0.193125,0.23564583333333333,CS01,1.27,-1.7,2.63529,79.083333,100.549879971408
2002-01-04,0.0,0.0,0.0,0.19372916666666667,0.23433333333333334,CS01,0.0,-3.1,12.75815,74.291667,103.48216891183915
2002-01-05,0.0,0.0,0.0,0.19327083333333334,0.2335625,CS01,0.0,0.3,11.54508,78.541667,101.07614651550354
2002-01-06,0.0,0.0,0.0,0.22529166666666667,0.2677291666666667,CS01,21.84,2.5,5.68888,83.25,115.67392459459454
2002-01-07,0.0,0.0,0.0,0.23172916666666665,0.275,CS01,0.0,1.1,5.31241,65.0,204.54807692307693
2002-01-08,0.0,0.0,0.0,0.22362500000000002,0.2660208333333334,CS01,0.0,-1.7,12.08887,70.0,139.73214428571433
2002-01-09,0.0,0.0,0.0,0.2153125,0.25995833333333335,CS01,0.0,5.3,11.67057,78.875,129.27205583201263
2002-01-10,0.0,0.0,0.0,0.20725,0.2545,CS01,0.0,7.8,7.36208,81.083333,197.60432084112784
2002-01-11,0.0,0.0,0.0,0.203,0.24960416666666665,CS01,1.52,11.2,11.67057,68.708333,321.8923907819724
2002-01-12,0.0,0.0,0.0,0.2026458333333333,0.2462083333333333,CS01,0.0,1.7,6.2745,72.041667,163.61041628019083
2002-01-13,0.0,0.0,0.0,0.1977916666666667,0.24333333333333335,CS01,0.0,5.8,13.21828,52.625,320.40954377672205
2002-01-14,0.0,0.0,0.0,0.1943125,0.24027083333333332,CS01,0.0,3.1,6.35816,77.5,165.27822677419354
2002-01-15,0.0,0.0,0.0,0.1906875,0.23754166666666668,CS01,0.0,5.9,13.17645,62.666667,252.29786874575612
2002-01-16,0.0,0.0,0.0,0.18954166666666666,0.23525000000000001,CS01,0.0,2.8,9.24443,72.0,159.91435055555553
2002-01-17,0.0,0.0,0.0,0.18587499999999998,0.23320833333333332,CS01,0.0,4.8,7.78038,73.75,195.82203508474583
2002-01-18,0.0,0.0,0.0,0.1829375,0.230875,CS01,1.27,7.8,8.65881,80.75,188.22884337461295
2002-01-19,0.0,0.0,0.0,0.23706249999999998,0.3050833333333334,CS01,62.23,6.4,1.12941,88.791667,103.16820829015523
2002-01-20,0.0,0.0,0.0,0.24450000000000002,0.3132083333333333,CS01,0.0,3.6,11.21044,76.791667,165.70724605426398
2002-01-21,0.0,0.0,0.0,0.25127083333333333,0.32104166666666667,CS01,19.05,9.8,12.38168,76.166667,200.5233359021589
2002-01-22,0.0,0.0,0.0,0.23714583333333333,0.29891666666666666,CS01,3.81,4.2,10.8758,69.75,208.38888888888897
2002-01-23,0.0,0.0,0.0,0.2651875,0.33477083333333335,CS01,35.81,10.6,2.63529,96.958333,34.867410859736125
2002-01-24,0.0,0.0,0.0,0.2584166666666667,0.3169375,CS01,30.23,14.8,2.21699,92.375,113.93132611637338
2002-01-25,0.0,0.0,0.0,0.25864583333333335,0.32147916666666665,CS01,1.78,10.0,11.67057,68.875,290.72595130671505
2002-01-26,0.0,0.0,0.0,0.23952083333333332,0.29618749999999994,CS01,0.0,5.9,12.9673,83.875,103.78315882265284
2002-01-27,0.0,0.0,0.0,0.22839583333333333,0.28270833333333334,CS01,0.0,7.3,12.17253,79.625,148.15855572998427
2002-01-28,0.0,0.0,0.0,0.21779166666666666,0.2731458333333333,CS01,0.0,10.0,12.04704,84.5,147.63214928994088
2002-01-29,0.0,0.0,0.0,0.20802083333333332,0.26533333333333337,CS01,0.0,14.8,8.7843,85.791667,190.5462403940245
2002-01-30,0.0,0.0,0.0,0.20172916666666668,0.259,CS01,0.0,14.8,12.9673,82.5,231.16793636363636
2002-01-31,0.0,0.0,0.0,0.19770833333333332,0.25404166666666667,CS01,3.05,16.2,7.78038,84.833333,257.8631310420292
2002-02-01,0.0,0.0,0.0,0.2103125,0.25327083333333333,CS01,4.32,17.5,12.29802,62.958333,615.9065632044465
2002-02-02,0.0,0.0,0.0,0.21179166666666668,0.2507083333333333,CS01,0.0,5.3,14.51501,68.0,225.8039200000001
2002-02-03,0.0,0.0,0.0,0.20804166666666668,0.24779166666666666,CS01,1.27,3.1,3.09542,82.083333,123.90694093024824
2002-02-04,0.0,0.0,0.0,0.20695833333333336,0.24552083333333333,CS01,0.0,3.9,15.0588,43.75,369.5357185714286
2002-02-05,0.0,0.0,0.0,0.2054375,0.24360416666666668,CS01,0.0,-0.8,7.27842,49.833333,257.41875704432823
2002-02-06,0.0,0.0,0.0,0.22775,0.26158333333333333,CS01,37.08,1.7,1.38039,89.041667,70.91892598158563
2002-02-07,0.0,0.0,0.0,0.2662291666666667,0.3189375,CS01,7.11,4.2,3.3464,94.666667,40.17840129103849
2002-02-08,0.0,0.0,0.0,0.24643750000000003,0.298125,CS01,0.0,6.2,14.97514,85.416667,100.45426560456868
2002-02-09,0.0,0.0,0.0,0.23299999999999998,0.2839166666666667,CS01,0.0,6.2,15.22612,65.166667,277.5976071000976
2002-02-10,0.0,0.0,0.0,0.22299999999999998,0.27427083333333335,CS01,1.02,11.4,11.04312,75.0,319.18055666666663
2002-02-11,0.0,0.0,0.0,0.219375,0.2671875,CS01,0.0,7.5,15.51893,59.416667,311.9167815086483
2002-02-12,0.0,0.0,0.0,0.21410416666666665,0.261875,CS01,0.0,5.0,15.93723,72.083333,178.68280642801295
2002-02-13,0.0,0.0,0.0,0.20814583333333336,0.2569166666666667,CS01,0.0,6.1,13.84573,57.291667,284.2356046732959
2002-02-14,0.0,0.0,0.0,0.20450000000000002,0.2525833333333333,CS01,0.0,3.9,16.23004,66.791667,211.07904298504937
2002-02-15,0.0,0.0,0.0,0.1993333333333333,0.24883333333333332,CS01,0.0,7.0,15.14246,67.125,266.59155640595907
2002-02-16,0.034482759,0.0,0.0,0.19435416666666666,0.24502083333333333,CS01,0.0,7.8,16.10455,58.958333,354.321559651288
2002-02-17,0.068965517,0.0,0.0,0.19289583333333332,0.2418958333333333,CS01,0.0,5.9,17.31762,37.666667,498.87351247493945
2002-02-18,0.103448276,0.0,0.0,0.19039583333333332,0.23945833333333333,CS01,0.0,4.2,17.61043,54.833333,257.51178158137856
2002-02-19,0.137931034,0.0,0.0,0.18675000000000003,0.23697916666666669,CS01,0.0,5.6,11.67057,49.041667,361.8604454707872
2002-02-20,0.172413793,0.0,0.0,0.21568749999999998,0.25525000000000003,CS01,13.97,11.2,4.01568,85.875,160.5151018922852
2002-02-21,0.206896552,0.0,0.0,0.2235,0.25816666666666666,CS01,0.0,8.4,14.80782,72.875,257.2920240137222
2002-02-22,0.24137931,0.0,0.0,0.21247916666666666,0.24914583333333332,CS01,0.0,6.1,16.94115,74.666667,193.8876442618484
2002-02-23,0.275862069,0.0,0.0,0.20675,0.2438125,CS01,0.0,5.9,16.43919,76.5,155.46350660130727
2002-02-24,0.310344828,0.0,0.0,0.20010416666666667,0.23993750000000003,CS01,0.0,7.3,18.02873,70.791667,212.3664117206604
2002-02-25,0.344827586,0.0,0.0,0.19414583333333335,0.23650000000000002,CS01,0.0,7.5,16.69017,68.25,261.67582417582406
2002-02-26,0.379310345,0.0,0.0,0.19437500000000002,0.23339583333333336,CS01,1.78,8.6,18.4052,60.583333,386.8201015618253
2002-02-27,0.413793103,0.0,0.0,0.19874999999999998,0.23166666666666666,CS01,0.0,-5.3,16.77383,52.458333,172.5320714084643
2002-02-28,0.448275862,0.0,0.0,0.19545833333333335,0.23131249999999998,CS01,0.0,-2.8,19.91108,60.0,152.27778
2002-03-01,0.482758621,0.0,0.0,0.19114583333333335,0.23020833333333332,CS01,0.0,-0.3,18.53069,49.333333,252.17793471432157
2002-03-02,0.517241379,0.0,0.0,0.245625,0.2963958333333333,CS01,41.91,5.6,1.75686,83.75,169.50124313432832
2002-03-03,0.551724138,0.0,0.0,0.25425,0.31135416666666665,CS01,3.56,8.9,7.73855,73.416667,239.3254298170997
2002-03-04,0.586206897,0.0,0.0,0.24456250000000002,0.29310416666666667,CS01,0.0,-3.9,20.4967,49.0,192.11734346938772
2002-03-05,0.620689655,0.0,0.0,0.23447916666666668,0.28150000000000003,CS01,0.0,0.8,20.32938,64.75,177.3841680694981
2002-03-06,0.655172414,0.0,0.0,0.22541666666666665,0.27283333333333337,CS01,0.0,5.3,19.70193,66.125,214.39224952741017
2002-03-07,0.689655172,0.0,0.0,0.21685416666666668,0.26606250000000004,CS01,0.0,8.6,16.3137,66.25,268.896224716981
2002-03-08,0.724137931,0.0,0.0,0.2092291666666667,0.2601041666666667,CS01,0.0,9.2,18.11239,66.0,365.4570724242423
2002-03-09,0.75862069,0.0,0.0,0.2205833333333333,0.2671875,CS01,10.16,12.6,3.72287,84.833333,236.79666625263937
2002-03-10,0.793103448,0.0,0.0,0.23575000000000002,0.27391666666666664,CS01,0.0,5.9,21.91892,41.333333,413.8602160116414
2002-03-11,0.827586207,0.0,0.0,0.22318750000000004,0.2632916666666667,CS01,0.0,4.5,20.58036,42.5,410.84314176470593
2002-03-12,0.862068966,0.0,0.0,0.252875,0.2907291666666667,CS01,29.46,8.3,3.43006,87.0,139.0589080459769
2002-03-13,0.896551724,0.0,0.0,0.2675625,0.3165,CS01,15.24,15.3,13.09279,89.0,155.6994382022472
2002-03-14,0.931034483,0.0,0.0,0.23981249999999998,0.295,CS01,0.0,12.8,17.65226,80.666667,265.83333564049576
2002-03-15,0.965517241,0.0,0.0,0.22495833333333334,0.28104166666666663,CS01,0.0,15.9,18.99082,74.083333,413.9669996503951
2002-03-16,1.0,0.0,0.0,0.21964583333333335,0.27387500000000004,CS01,5.08,18.4,13.67841,79.958333,384.2590271174601
2002-03-17,1.0,0.034482759,0.0,0.22539583333333332,0.27660416666666665,CS01,11.68,15.3,4.01568,95.041667,86.2784736428928
2002-03-18,1.0,0.068965517,0.0,0.23070833333333335,0.2776458333333333,CS01,1.52,17.5,7.48757,85.333333,258.5501428236011
2002-03-19,1.0,0.103448276,0.0,0.22566666666666665,0.27112499999999995,CS01,0.0,14.2,5.73071,83.958333,237.16988403359431
2002-03-20,1.0,0.137931034,0.0,0.22122916666666667,0.2655416666666667,CS01,5.59,15.0,6.31633,89.791667,167.55403868641957
2002-03-21,1.0,0.172413793,0.0,0.24339583333333337,0.28272916666666664,CS01,9.65,15.3,20.32938,67.875,453.2997237569059
2002-03-22,1.0,0.206896552,0.0,0.23764583333333333,0.27510416666666665,CS01,0.0,1.7,23.75944,42.25,343.8801729585799
2002-03-23,1.0,0.24137931,0.0,0.22879166666666667,0.2682291666666667,CS01,0.0,4.2,23.75944,54.375,276.6867816091954
2002-03-24,1.0,0.275862069,0.0,0.21835416666666668,0.261875,CS01,0.0,8.7,22.88101,53.291667,391.1959782875415
2002-03-25,1.0,0.310344828,0.0,0.20816666666666667,0.2554791666666667,CS01,0.0,13.4,21.62611,66.291667,462.74274044483013
2002-03-26,1.0,0.344827586,0.0,0.232375,0.2685,CS01,15.75,14.8,5.73071,90.125,153.58067864077665
2002-03-27,1.0,0.379310345,0.0,0.24252083333333332,0.2745,CS01,0.0,11.2,23.80127,67.333333,317.14563025175244
2002-03-28,1.0,0.413793103,0.0,0.22797916666666668,0.2630416666666667,CS01,0.0,8.1,23.46663,66.541667,303.4295752879754
2002-03-29,1.0,0.448275862,0.0,0.2154583333333333,0.25545833333333334,CS01,0.0,12.0,20.915,64.916667,451.9850151177493
2002-03-30,1.0,0.482758621,0.0,0.26775000000000004,0.2970833333333333,CS01,38.35,14.5,6.86012,93.791667,95.9299145440074
2002-03-31,1.0,0.517241379,0.0,0.26302083333333337,0.30000000000000004,CS01,8.38,15.9,9.11894,91.166667,136.45642012873952
2002-04-01,1.0,0.551724138,0.0,0.24860416666666668,0.29008333333333336,CS01,0.0,11.7,24.21957,69.208333,348.3481125348896
2002-04-02,1.0,0.586206897,0.0,0.23147916666666668,0.27689583333333334,CS01,0.0,12.8,24.21957,68.791667,395.1228219511513
2002-04-03,1.0,0.620689655,0.0,0.21925,0.266875,CS01,0.0,16.7,16.10455,73.458333,388.7910236067283
2002-04-04,1.0,0.655172414,0.0,0.21458333333333332,0.26002083333333337,CS01,0.0,8.6,23.25748,67.041667,315.36761488195094
2002-04-05,1.0,0.689655172,0.0,0.2078125,0.2545,CS01,0.0,8.6,24.88885,49.375,448.0205662025316
2002-04-06,1.0,0.724137931,0.0,0.20147916666666665,0.24939583333333334,CS01,0.0,7.5,25.05617,42.333333,512.9835982643064
2002-04-07,1.0,0.75862069,0.0,0.196,0.24479166666666663,CS01,0.0,7.0,24.01042,57.666667,390.1762952504261
2002-04-08,1.0,0.793103448,0.0,0.18920833333333334,0.240875,CS01,0.0,12.8,10.20652,70.5,478.8170943262413
2002-04-09,1.0,0.827586207,0.0,0.2583125,0.2812291666666667,CS01,34.54,15.6,6.86012,91.0,150.90659010989
2002-04-10,1.0,0.862068966,0.0,0.2482916666666667,0.29125,CS01,3.05,17.5,22.21173,80.666667,342.7971769707071
2002-04-11,1.0,0.896551724,0.0,0.23112500000000002,0.277625,CS01,0.0,17.0,12.08887,78.333333,372.1365413512904
2002-04-12,1.0,0.931034483,0.0,0.22249999999999998,0.26827083333333335,CS01,1.52,13.6,3.63921,88.791667,179.0440460913409
2002-04-13,1.0,0.965517241,0.0,0.22427083333333334,0.262125,CS01,2.29,17.8,12.549,85.125,260.05402011747435
2002-04-14,1.0,1.0,0.0,0.2287708333333333,0.2603958333333333,CS01,8.38,17.0,10.16469,90.416667,173.80280022637962
2002-04-15,1.0,1.0,0.0,0.22435416666666666,0.2632291666666666,CS01,0.0,20.0,17.06664,76.583333,476.5508442223833
2002-04-16,1.0,1.0,0.0,0.21272916666666666,0.25697916666666665,CS01,0.0,20.3,25.22349,71.125,595.515158172232
2002-04-17,1.0,1.0,0.034482759,0.20497916666666666,0.2505625,CS01,1.27,19.8,13.13462,83.833333,333.36118096233776
2002-04-18,1.0,1.0,0.068965517,0.19883333333333333,0.24495833333333333,CS01,1.27,19.5,14.68233,82.666667,340.3239098249706
2002-04-19,1.0,1.0,0.103448276,0.19139583333333332,0.23983333333333334,CS01,0.0,20.9,19.07448,69.291667,651.3379435547986
2002-04-20,1.0,1.0,0.137931034,0.18343749999999998,0.23422916666666665,CS01,0.0,22.5,16.94115,67.875,739.4271950276243
2002-04-21,1.0,1.0,0.172413793,0.1771875,0.22904166666666667,CS01,0.0,21.4,18.02873,68.291667,719.1736367024264
2002-04-22,1.0,1.0,0.206896552,0.1721875,0.22410416666666666,CS01,0.0,20.6,20.41304,44.083333,1210.1888905237977
2002-04-23,1.0,1.0,0.24137931,0.16860416666666667,0.22035416666666668,CS01,0.0,12.8,25.18166,47.875,692.822450678851
2002-04-24,1.0,1.0,0.275862069,0.1640625,0.21664583333333332,CS01,2.03,13.9,12.79998,71.041667,418.7663530388287
2002-04-25,1.0,1.0,0.310344828,0.19749999999999998,0.246875,CS01,11.94,17.0,24.01042,73.041667,415.33977910702527
2002-04-26,1.0,1.0,0.344827586,0.19289583333333335,0.232,CS01,0.51,8.7,10.8758,73.458333,305.492631428214
2002-04-27,1.0,1.0,0.379310345,0.18502083333333336,0.2252708333333333,CS01,0.0,13.6,8.15685,73.583333,384.7768683196765
2002-04-28,1.0,1.0,0.413793103,0.17841666666666667,0.22014583333333332,CS01,2.29,20.3,15.30978,74.25,580.2275417508419
2002-04-29,1.0,1.0,0.448275862,0.17197916666666666,0.21445833333333336,CS01,0.0,18.4,27.98427,46.583333,951.0842443506326
2002-04-30,1.0,1.0,0.482758621,0.1676875,0.21018750000000003,CS01,1.78,13.1,16.77383,71.708333,396.477891058197
2002-05-01,1.0,1.0,0.517241379,0.20972916666666666,0.26158333333333333,CS01,23.88,18.4,14.01305,87.416667,249.243557747403
2002-05-02,1.0,1.0,0.551724138,0.20120833333333332,0.24712500000000004,CS01,13.21,22.0,23.0065,72.583333,688.2339028026437
2002-05-03,1.0,1.0,0.586206897,0.2199375,0.2580625,CS01,10.67,18.4,4.93594,90.625,173.69827241379312
2002-05-04,1.0,1.0,0.620689655,0.25745833333333334,0.31256249999999997,CS01,45.47,13.9,4.39215,93.708333,91.9859085799116
2002-05-05,1.0,1.0,0.655172414,0.22902083333333334,0.2893958333333333,CS01,0.0,17.8,21.16598,78.791667,360.6425891571616
2002-05-06,1.0,1.0,0.689655172,0.21450000000000002,0.2711875,CS01,0.0,16.1,25.76728,72.25,462.1159297577853
2002-05-07,1.0,1.0,0.724137931,0.20239583333333333,0.25775000000000003,CS01,0.0,20.6,23.46663,77.625,457.76871980676344
2002-05-08,1.0,1.0,0.75862069,0.19335416666666666,0.24660416666666668,CS01,0.0,21.7,20.83134,78.416667,479.6385399691243
2002-05-09,1.0,1.0,0.793103448,0.18645833333333334,0.23714583333333333,CS01,4.06,22.0,17.81958,80.291667,421.9240176301373
2002-05-10,1.0,1.0,0.827586207,0.18979166666666666,0.23279166666666667,CS01,4.32,17.8,10.79214,95.083333,94.567197540405
2002-05-11,1.0,1.0,0.862068966,0.1898125,0.22991666666666666,CS01,0.0,18.7,16.3137,86.583333,277.4564215322353
2002-05-12,1.0,1.0,0.896551724,0.1833125,0.22510416666666666,CS01,0.0,21.7,19.07448,85.083333,345.8884413077577
2002-05-13,1.0,1.0,0.931034483,0.20179166666666667,0.24427083333333333,CS01,23.11,22.2,12.21436,73.625,585.8026315789474
2002-05-14,1.0,1.0,0.965517241,0.2155833333333333,0.25495833333333334,CS01,0.0,11.7,29.61564,58.375,525.1108160813706
2002-05-15,1.0,1.0,1.0,0.2015625,0.2396875,CS01,0.0,13.1,29.03002,68.416667,429.6256546757986
2002-05-16,1.0,1.0,1.0,0.19139583333333332,0.2295625,CS01,0.0,14.7,28.10976,72.416667,442.1109791584844
2002-05-17,1.0,1.0,1.0,0.1831875,0.22220833333333334,CS01,20.83,17.8,17.90324,76.5,476.092582352941
2002-05-18,1.0,1.0,1.0,0.22635416666666666,0.29433333333333334,CS01,20.32,16.4,22.83918,75.375,396.23243797678265
2002-05-19,1.0,1.0,1.0,0.21379166666666666,0.2679583333333333,CS01,0.0,10.0,29.74113,62.75,399.0647410358566
2002-05-20,1.0,1.0,1.0,0.2041875,0.25279166666666664,CS01,0.0,10.6,22.92284,66.416667,366.3827824669205
2002-05-21,1.0,1.0,1.0,0.19772916666666668,0.24310416666666668,CS01,0.0,9.5,15.85357,71.916667,306.3621534488815
2002-05-22,1.0,1.0,1.0,0.19108333333333333,0.23525,CS01,0.0,10.0,29.11368,71.375,318.80195697022776
2002-05-23,1.0,1.0,1.0,0.18325,0.2273958333333333,CS01,0.0,12.8,29.07185,69.958333,398.57544948417944
2002-05-24,1.0,1.0,1.0,0.17516666666666664,0.21972916666666664,CS01,0.0,15.9,26.56205,70.75,474.09805653710265
2002-05-25,1.0,1.0,1.0,0.167375,0.2130625,CS01,0.0,17.8,27.48231,68.75,551.4204545454545
2002-05-26,1.0,1.0,1.0,0.16125,0.20766666666666664,CS01,0.0,19.2,22.04441,75.291667,487.7537146140766
2002-05-27,1.0,1.0,1.0,0.1594375,0.20952083333333332,CS01,5.59,18.4,9.36992,90.208333,182.43254753123637
2002-05-28,1.0,1.0,1.0,0.15891666666666668,0.20879166666666665,CS01,0.0,20.0,20.62219,85.083333,286.4628240760865
2002-05-29,1.0,1.0,1.0,0.1544375,0.20112500000000003,CS01,0.0,18.9,27.23133,76.0,470.8815789473685
2002-05-30,1.0,1.0,1.0,0.1492291666666667,0.19539583333333332,CS01,0.0,19.7,18.27971,80.625,406.09399224806214
2002-05-31,1.0,1.0,1.0,0.14618749999999997,0.19854166666666667,CS01,7.11,21.7,20.95683,84.583333,340.2146988445242
2002-06-01,1.0,1.0,1.0,0.14766666666666667,0.2018333333333333,CS01,0.0,22.5,25.85094,82.875,404.00018853695343
2002-06-02,1.0,1.0,1.0,0.143125,0.18983333333333335,CS01,0.0,22.6,24.47055,80.333333,496.6445552917481
2002-06-03,1.0,1.0,1.0,0.13858333333333334,0.1834791666666667,CS01,4.32,24.2,19.07448,84.583333,410.8427794676888
2002-06-04,1.0,1.0,1.0,0.13510416666666666,0.17985416666666665,CS01,4.06,24.2,18.73984,86.583333,355.8645084789457
2002-06-05,1.0,1.0,1.0,0.14018750000000002,0.18391666666666664,CS01,5.08,23.4,25.89277,83.25,425.74174174174186
2002-06-06,1.0,1.0,1.0,0.148875,0.21622916666666664,CS01,14.22,23.1,14.09671,89.583333,245.8478808749383
2002-06-07,1.0,1.0,1.0,0.15079166666666668,0.19574999999999998,CS01,0.0,21.1,18.8235,81.583333,438.4257918512464
2002-06-08,1.0,1.0,1.0,0.14589583333333334,0.184125,CS01,0.0,22.0,25.97643,71.25,659.2324561403508
2002-06-09,1.0,1.0,1.0,0.1405,0.1775625,CS01,0.0,19.0,28.27708,74.208333,511.401995037928
2002-06-10,1.0,1.0,1.0,0.13489583333333333,0.1731666666666667,CS01,0.0,18.9,29.03002,72.333333,535.5954517782819
2002-06-11,1.0,1.0,1.0,0.12975,0.16931250000000003,CS01,0.0,19.8,29.15551,71.041667,579.3195029300747
2002-06-12,1.0,1.0,1.0,0.12495833333333334,0.1658125,CS01,0.0,20.9,28.36074,74.666667,558.3653062318142
2002-06-13,1.0,1.0,1.0,0.12235416666666667,0.16672916666666665,CS01,3.81,22.5,21.91892,80.666667,468.7234668411908
2002-06-14,1.0,1.0,1.0,0.12514583333333332,0.1710625,CS01,0.76,20.0,7.44574,93.833333,126.95612258880226
2002-06-15,1.0,1.0,1.0,0.1229375,0.16483333333333333,CS01,0.0,16.7,29.90845,72.833333,474.40647252302745
2002-06-16,1.0,1.0,1.0,0.11931250000000002,0.15997916666666667,CS01,0.0,16.7,21.83526,75.75,430.2974422442244
2002-06-17,1.0,1.0,1.0,0.11560416666666667,0.15710416666666666,CS01,0.0,18.9,26.85486,72.333333,547.1816399897006
2002-06-18,1.0,1.0,1.0,0.11164583333333333,0.15377083333333333,CS01,0.0,19.8,25.39081,69.416667,661.9107038929858
2002-06-19,1.0,1.0,1.0,0.10822916666666667,0.150625,CS01,0.0,20.9,28.23525,73.875,587.554627241963
2002-06-20,1.0,1.0,1.0,0.10854166666666666,0.16214583333333332,CS01,4.06,20.6,18.19605,87.625,262.5700737517832
2002-06-21,1.0,1.0,1.0,0.10849999999999999,0.16149999999999998,CS01,0.0,18.9,28.31891,68.583333,604.9712680468432
2002-06-22,1.0,1.0,1.0,0.1058125,0.1490625,CS01,0.0,18.9,21.62611,71.291667,630.274598910853
2002-06-23,1.0,1.0,1.0,0.1053125,0.14647916666666666,CS01,2.29,23.1,16.06272,85.958333,340.1105536971489
2002-06-24,1.0,1.0,1.0,0.10443750000000002,0.1449791666666667,CS01,0.0,22.8,14.68233,85.458333,356.8699510643391
2002-06-25,1.0,1.0,1.0,0.11674999999999999,0.18045833333333333,CS01,36.32,23.9,18.44703,85.458333,366.35642133342327
2002-06-26,1.0,1.0,1.0,0.16410416666666666,0.2516041666666667,CS01,6.86,22.3,13.8039,91.958333,202.797946658232
2002-06-27,1.0,1.0,1.0,0.15952083333333333,0.22289583333333335,CS01,2.03,24.8,22.42088,81.5,491.2998466257669
2002-06-28,1.0,1.0,1.0,0.15245833333333333,0.20414583333333336,CS01,1.78,22.0,12.9673,83.791667,397.9786557219477
